time_close,symbol,fundingRate,fundingRateTimestamp
2020-04-07 16:00:00,BTCUSDT,-0.00005965,1586275200000
2020-04-08 00:00:00,BTCUSDT,0.0001,1586304000000
2020-04-08 08:00:00,BTCUSDT,0.0000499,1586332800000
2020-04-08 16:00:00,BTCUSDT,0.0001,1586361600000
2020-04-09 00:00:00,BTCUSDT,0.0001,1586390400000
2020-04-09 08:00:00,BTCUSDT,0.0001,1586419200000
2020-04-09 16:00:00,BTCUSDT,0.00002541,1586448000000
2020-04-10 00:00:00,BTCUSDT,0.00006698,1586476800000
2020-04-10 08:00:00,BTCUSDT,0.00001027,1586505600000
2020-04-10 16:00:00,BTCUSDT,0.0001,1586534400000
2020-04-11 00:00:00,BTCUSDT,0.0001,1586563200000
2020-04-11 08:00:00,BTCUSDT,0.0001,1586592000000
2020-04-11 16:00:00,BTCUSDT,0.0001,1586620800000
2020-04-12 00:00:00,BTCUSDT,0.0001,1586649600000
2020-04-12 08:00:00,BTCUSDT,0.0001,1586678400000
2020-04-12 16:00:00,BTCUSDT,0.0001,1586707200000
2020-04-13 00:00:00,BTCUSDT,0.0001,1586736000000
2020-04-13 08:00:00,BTCUSDT,-0.00001518,1586764800000
2020-04-13 16:00:00,BTCUSDT,-0.00032819,1586793600000
2020-04-14 00:00:00,BTCUSDT,-0.00029311,1586822400000
2020-04-14 08:00:00,BTCUSDT,-0.00028219,1586851200000
2020-04-14 16:00:00,BTCUSDT,-0.00025537,1586880000000
2020-04-15 00:00:00,BTCUSDT,-0.00038444,1586908800000
2020-04-15 08:00:00,BTCUSDT,-0.0005306,1586937600000
2020-04-15 16:00:00,BTCUSDT,-0.00049003,1586966400000
2020-04-16 00:00:00,BTCUSDT,-0.00044288,1586995200000
2020-04-16 08:00:00,BTCUSDT,-0.00055451,1587024000000
2020-04-16 16:00:00,BTCUSDT,-0.00094907,1587052800000
2020-04-17 00:00:00,BTCUSDT,-0.00070903,1587081600000
2020-04-17 08:00:00,BTCUSDT,-0.00032802,1587110400000
2020-04-17 16:00:00,BTCUSDT,-0.00014941,1587139200000
2020-04-18 00:00:00,BTCUSDT,-0.00006622,1587168000000
2020-04-18 08:00:00,BTCUSDT,-0.0000905,1587196800000
2020-04-18 16:00:00,BTCUSDT,-0.00018915,1587225600000
2020-04-19 00:00:00,BTCUSDT,-0.00027777,1587254400000
2020-04-19 08:00:00,BTCUSDT,-0.00035332,1587283200000
2020-04-19 16:00:00,BTCUSDT,-0.00025846,1587312000000
2020-04-20 00:00:00,BTCUSDT,0.00000456,1587340800000
2020-04-20 08:00:00,BTCUSDT,-0.00001443,1587369600000
2020-04-20 16:00:00,BTCUSDT,-0.00000581,1587398400000
2020-04-21 00:00:00,BTCUSDT,0.0000359,1587427200000
2020-04-21 08:00:00,BTCUSDT,0.0000372,1587456000000
2020-04-21 16:00:00,BTCUSDT,0.00005573,1587484800000
2020-04-22 00:00:00,BTCUSDT,0.0001,1587513600000
2020-04-22 08:00:00,BTCUSDT,0.0001,1587542400000
2020-04-22 16:00:00,BTCUSDT,-0.00000838,1587571200000
2020-04-23 00:00:00,BTCUSDT,-0.00025968,1587600000000
2020-04-23 08:00:00,BTCUSDT,-0.00034008,1587628800000
2020-04-23 16:00:00,BTCUSDT,-0.00029437,1587657600000
2020-04-24 00:00:00,BTCUSDT,-0.00018968,1587686400000
2020-04-24 08:00:00,BTCUSDT,0.0001,1587715200000
2020-04-24 16:00:00,BTCUSDT,0.0001,1587744000000
2020-04-25 00:00:00,BTCUSDT,0.0001,1587772800000
2020-04-25 08:00:00,BTCUSDT,0.0001,1587801600000
2020-04-25 16:00:00,BTCUSDT,0.0001,1587830400000
2020-04-26 00:00:00,BTCUSDT,0.0001,1587859200000
2020-04-26 08:00:00,BTCUSDT,0.0001,1587888000000
2020-04-26 16:00:00,BTCUSDT,0.0001,1587916800000
2020-04-27 00:00:00,BTCUSDT,0.0001,1587945600000
2020-04-27 08:00:00,BTCUSDT,0.0001,1587974400000
2020-04-27 16:00:00,BTCUSDT,0.0001,1588003200000
2020-04-28 00:00:00,BTCUSDT,0.0001,1588032000000
2020-04-28 08:00:00,BTCUSDT,0.0001,1588060800000
2020-04-28 16:00:00,BTCUSDT,0.0001,1588089600000
2020-04-29 00:00:00,BTCUSDT,0.0001,1588118400000
2020-04-29 08:00:00,BTCUSDT,0.0001,1588147200000
2020-04-29 16:00:00,BTCUSDT,0.0001,1588176000000
2020-04-30 00:00:00,BTCUSDT,0.0001,1588204800000
2020-04-30 08:00:00,BTCUSDT,0.0001,1588233600000
2020-04-30 16:00:00,BTCUSDT,0.0001,1588262400000
2020-05-01 00:00:00,BTCUSDT,0.0001,1588291200000
2020-05-01 08:00:00,BTCUSDT,0.0001,1588320000000
2020-05-01 16:00:00,BTCUSDT,0.0001,1588348800000
2020-05-02 00:00:00,BTCUSDT,0.0001,1588377600000
2020-05-02 08:00:00,BTCUSDT,0.0001,1588406400000
2020-05-02 16:00:00,BTCUSDT,0.0001,1588435200000
2020-05-03 00:00:00,BTCUSDT,0.0001,1588464000000
2020-05-03 08:00:00,BTCUSDT,0.0001,1588492800000
2020-05-03 16:00:00,BTCUSDT,0.0001,1588521600000
2020-05-04 00:00:00,BTCUSDT,0.0001,1588550400000
2020-05-04 08:00:00,BTCUSDT,0.0001,1588579200000
2020-05-04 16:00:00,BTCUSDT,0.0001,1588608000000
2020-05-05 00:00:00,BTCUSDT,0.0001,1588636800000
2020-05-05 08:00:00,BTCUSDT,0.0001,1588665600000
2020-05-05 16:00:00,BTCUSDT,0.0001,1588694400000
2020-05-06 00:00:00,BTCUSDT,0.0001,1588723200000
2020-05-06 08:00:00,BTCUSDT,0.0001,1588752000000
2020-05-06 16:00:00,BTCUSDT,0.0001,1588780800000
2020-05-07 00:00:00,BTCUSDT,0.0001,1588809600000
2020-05-07 08:00:00,BTCUSDT,0.0001,1588838400000
2020-05-07 16:00:00,BTCUSDT,0.0001,1588867200000
2020-05-08 00:00:00,BTCUSDT,0.0001,1588896000000
2020-05-08 08:00:00,BTCUSDT,0.0001,1588924800000
2020-05-08 16:00:00,BTCUSDT,0.0001,1588953600000
2020-05-09 00:00:00,BTCUSDT,0.0001,1588982400000
2020-05-09 08:00:00,BTCUSDT,0.0001,1589011200000
2020-05-09 16:00:00,BTCUSDT,0.0001,1589040000000
2020-05-10 00:00:00,BTCUSDT,0.0001,1589068800000
2020-05-10 08:00:00,BTCUSDT,0.0001,1589097600000
2020-05-10 16:00:00,BTCUSDT,0.0001,1589126400000
2020-05-11 00:00:00,BTCUSDT,0.0001,1589155200000
2020-05-11 08:00:00,BTCUSDT,0.0001,1589184000000
2020-05-11 16:00:00,BTCUSDT,0.0001,1589212800000
2020-05-12 00:00:00,BTCUSDT,0.0001,1589241600000
2020-05-12 08:00:00,BTCUSDT,0.0001,1589270400000
2020-05-12 16:00:00,BTCUSDT,0.0001,1589299200000
2020-05-13 00:00:00,BTCUSDT,0.0001,1589328000000
2020-05-13 08:00:00,BTCUSDT,0.0001,1589356800000
2020-05-13 16:00:00,BTCUSDT,0.0001,1589385600000
2020-05-14 00:00:00,BTCUSDT,0.0001,1589414400000
2020-05-14 08:00:00,BTCUSDT,0.0001,1589443200000
2020-05-14 16:00:00,BTCUSDT,0.0001,1589472000000
2020-05-15 00:00:00,BTCUSDT,0.0001,1589500800000
2020-05-15 08:00:00,BTCUSDT,0.0001,1589529600000
2020-05-15 16:00:00,BTCUSDT,0.0001,1589558400000
2020-05-16 00:00:00,BTCUSDT,0.0001,1589587200000
2020-05-16 08:00:00,BTCUSDT,0.0001,1589616000000
2020-05-16 16:00:00,BTCUSDT,0.0001,1589644800000
2020-05-17 00:00:00,BTCUSDT,0.0001,1589673600000
2020-05-17 08:00:00,BTCUSDT,0.0001,1589702400000
2020-05-17 16:00:00,BTCUSDT,0.0001,1589731200000
2020-05-18 00:00:00,BTCUSDT,0.0001,1589760000000
2020-05-18 08:00:00,BTCUSDT,0.0001,1589788800000
2020-05-18 16:00:00,BTCUSDT,0.0001,1589817600000
2020-05-19 00:00:00,BTCUSDT,0.0001,1589846400000
2020-05-19 08:00:00,BTCUSDT,0.0001,1589875200000
2020-05-19 16:00:00,BTCUSDT,0.0001,1589904000000
2020-05-20 00:00:00,BTCUSDT,0.0001,1589932800000
2020-05-20 08:00:00,BTCUSDT,0.0001,1589961600000
2020-05-20 16:00:00,BTCUSDT,0.0001,1589990400000
2020-05-21 00:00:00,BTCUSDT,0.0001,1590019200000
2020-05-21 08:00:00,BTCUSDT,0.0001,1590048000000
2020-05-21 16:00:00,BTCUSDT,0.0001,1590076800000
2020-05-22 00:00:00,BTCUSDT,0.0001,1590105600000
2020-05-22 08:00:00,BTCUSDT,0.0001,1590134400000
2020-05-22 16:00:00,BTCUSDT,0.0001,1590163200000
2020-05-23 00:00:00,BTCUSDT,0.0001,1590192000000
2020-05-23 08:00:00,BTCUSDT,0.0001,1590220800000
2020-05-23 16:00:00,BTCUSDT,0.0001,1590249600000
2020-05-24 00:00:00,BTCUSDT,0.0001,1590278400000
2020-05-24 08:00:00,BTCUSDT,0.0001,1590307200000
2020-05-24 16:00:00,BTCUSDT,0.0001,1590336000000
2020-05-25 00:00:00,BTCUSDT,0.0001,1590364800000
2020-05-25 08:00:00,BTCUSDT,0.0001,1590393600000
2020-05-25 16:00:00,BTCUSDT,0.0001,1590422400000
2020-05-26 00:00:00,BTCUSDT,0.0001,1590451200000
2020-05-26 08:00:00,BTCUSDT,0.0001,1590480000000
2020-05-26 16:00:00,BTCUSDT,0.0001,1590508800000
2020-05-27 00:00:00,BTCUSDT,0.0001,1590537600000
2020-05-27 08:00:00,BTCUSDT,0.0001,1590566400000
2020-05-27 16:00:00,BTCUSDT,0.0001,1590595200000
2020-05-28 00:00:00,BTCUSDT,0.0001,1590624000000
2020-05-28 08:00:00,BTCUSDT,0.00008101,1590652800000
2020-05-28 16:00:00,BTCUSDT,0.0001,1590681600000
2020-05-29 00:00:00,BTCUSDT,0.00009316,1590710400000
2020-05-29 08:00:00,BTCUSDT,0.0001,1590739200000
2020-05-29 16:00:00,BTCUSDT,0.0001,1590768000000
2020-05-30 00:00:00,BTCUSDT,0.0001,1590796800000
2020-05-30 08:00:00,BTCUSDT,0.0001,1590825600000
2020-05-30 16:00:00,BTCUSDT,0.0001,1590854400000
2020-05-31 00:00:00,BTCUSDT,0.0001,1590883200000
2020-05-31 08:00:00,BTCUSDT,0.0001,1590912000000
2020-05-31 16:00:00,BTCUSDT,0.0001,1590940800000
2020-06-01 00:00:00,BTCUSDT,0.0001,1590969600000
2020-06-01 08:00:00,BTCUSDT,0.0001,1590998400000
2020-06-01 16:00:00,BTCUSDT,0.00003059,1591027200000
2020-06-02 00:00:00,BTCUSDT,0.0001,1591056000000
2020-06-02 08:00:00,BTCUSDT,0.0001,1591084800000
2020-06-02 16:00:00,BTCUSDT,0.0001,1591113600000
2020-06-03 00:00:00,BTCUSDT,0.0001,1591142400000
2020-06-03 08:00:00,BTCUSDT,0.0001,1591171200000
2020-06-03 16:00:00,BTCUSDT,0.0001,1591200000000
2020-06-04 00:00:00,BTCUSDT,0.0001,1591228800000
2020-06-04 08:00:00,BTCUSDT,0.0001,1591257600000
2020-06-04 16:00:00,BTCUSDT,0.0001,1591286400000
2020-06-05 00:00:00,BTCUSDT,0.0001,1591315200000
2020-06-05 08:00:00,BTCUSDT,0.0001,1591344000000
2020-06-05 16:00:00,BTCUSDT,0.0001,1591372800000
2020-06-06 00:00:00,BTCUSDT,0.0001,1591401600000
2020-06-06 08:00:00,BTCUSDT,0.0001,1591430400000
2020-06-06 16:00:00,BTCUSDT,0.0001,1591459200000
2020-06-07 00:00:00,BTCUSDT,0.0001,1591488000000
2020-06-07 08:00:00,BTCUSDT,0.0001,1591516800000
2020-06-07 16:00:00,BTCUSDT,0.0001,1591545600000
2020-06-08 00:00:00,BTCUSDT,0.0001,1591574400000
2020-06-08 08:00:00,BTCUSDT,0.0001,1591603200000
2020-06-08 16:00:00,BTCUSDT,0.0001,1591632000000
2020-06-09 00:00:00,BTCUSDT,0.0001,1591660800000
2020-06-09 08:00:00,BTCUSDT,0.0001,1591689600000
2020-06-09 16:00:00,BTCUSDT,0.0001,1591718400000
2020-06-10 00:00:00,BTCUSDT,0.0001,1591747200000
2020-06-10 08:00:00,BTCUSDT,0.0001,1591776000000
2020-06-10 16:00:00,BTCUSDT,0.0001,1591804800000
2020-06-11 00:00:00,BTCUSDT,0.0001,1591833600000
2020-06-11 08:00:00,BTCUSDT,0.0001,1591862400000
2020-06-11 16:00:00,BTCUSDT,0.0001,1591891200000
2020-06-12 00:00:00,BTCUSDT,0.0001,1591920000000
2020-06-12 08:00:00,BTCUSDT,0.0001,1591948800000
2020-06-12 16:00:00,BTCUSDT,0.0001,1591977600000
2020-06-13 00:00:00,BTCUSDT,0.0001,1592006400000
2020-06-13 08:00:00,BTCUSDT,0.0001,1592035200000
2020-06-13 16:00:00,BTCUSDT,0.0001,1592064000000
2020-06-14 00:00:00,BTCUSDT,0.0001,1592092800000
2020-06-14 08:00:00,BTCUSDT,0.0001,1592121600000
2020-06-14 16:00:00,BTCUSDT,0.0001,1592150400000
2020-06-15 00:00:00,BTCUSDT,0.0001,1592179200000
2020-06-15 08:00:00,BTCUSDT,0.0001,1592208000000
2020-06-15 16:00:00,BTCUSDT,0.0001,1592236800000
2020-06-16 00:00:00,BTCUSDT,0.0001,1592265600000
2020-06-16 08:00:00,BTCUSDT,0.00009598,1592294400000
2020-06-16 16:00:00,BTCUSDT,0.0001,1592323200000
2020-06-17 00:00:00,BTCUSDT,0.0001,1592352000000
2020-06-17 08:00:00,BTCUSDT,0.0001,1592380800000
2020-06-17 16:00:00,BTCUSDT,0.0001,1592409600000
2020-06-18 00:00:00,BTCUSDT,0.0001,1592438400000
2020-06-18 08:00:00,BTCUSDT,0.0001,1592467200000
2020-06-18 16:00:00,BTCUSDT,0.0001,1592496000000
2020-06-19 00:00:00,BTCUSDT,0.0001,1592524800000
2020-06-19 08:00:00,BTCUSDT,0.0001,1592553600000
2020-06-19 16:00:00,BTCUSDT,0.0001,1592582400000
2020-06-20 00:00:00,BTCUSDT,0.0001,1592611200000
2020-06-20 08:00:00,BTCUSDT,0.0001,1592640000000
2020-06-20 16:00:00,BTCUSDT,0.0001,1592668800000
2020-06-21 00:00:00,BTCUSDT,0.0001,1592697600000
2020-06-21 08:00:00,BTCUSDT,0.0001,1592726400000
2020-06-21 16:00:00,BTCUSDT,0.0001,1592755200000
2020-06-22 00:00:00,BTCUSDT,0.0001,1592784000000
2020-06-22 08:00:00,BTCUSDT,0.0001,1592812800000
2020-06-22 16:00:00,BTCUSDT,0.0001,1592841600000
2020-06-23 00:00:00,BTCUSDT,0.0001,1592870400000
2020-06-23 08:00:00,BTCUSDT,0.0001,1592899200000
2020-06-23 16:00:00,BTCUSDT,0.0001,1592928000000
2020-06-24 00:00:00,BTCUSDT,0.0001,1592956800000
2020-06-24 08:00:00,BTCUSDT,0.0001,1592985600000
2020-06-24 16:00:00,BTCUSDT,0.0001,1593014400000
2020-06-25 00:00:00,BTCUSDT,0.0001,1593043200000
2020-06-25 08:00:00,BTCUSDT,0.0001,1593072000000
2020-06-25 16:00:00,BTCUSDT,0.0001,1593100800000
2020-06-26 00:00:00,BTCUSDT,0.0001,1593129600000
2020-06-26 08:00:00,BTCUSDT,0.0001,1593158400000
2020-06-26 16:00:00,BTCUSDT,0.0001,1593187200000
2020-06-27 00:00:00,BTCUSDT,0.0001,1593216000000
2020-06-27 08:00:00,BTCUSDT,0.0001,1593244800000
2020-06-27 16:00:00,BTCUSDT,0.0001,1593273600000
2020-06-28 00:00:00,BTCUSDT,0.0001,1593302400000
2020-06-28 08:00:00,BTCUSDT,0.0001,1593331200000
2020-06-28 16:00:00,BTCUSDT,0.0001,1593360000000
2020-06-29 00:00:00,BTCUSDT,0.0001,1593388800000
2020-06-29 08:00:00,BTCUSDT,0.0001,1593417600000
2020-06-29 16:00:00,BTCUSDT,0.0001,1593446400000
2020-06-30 00:00:00,BTCUSDT,0.0001,1593475200000
2020-06-30 08:00:00,BTCUSDT,0.0001,1593504000000
2020-06-30 16:00:00,BTCUSDT,0.0001,1593532800000
2020-07-01 00:00:00,BTCUSDT,0.0001,1593561600000
2020-07-01 08:00:00,BTCUSDT,0.0001,1593590400000
2020-07-01 16:00:00,BTCUSDT,0.0001,1593619200000
2020-07-02 00:00:00,BTCUSDT,0.0001,1593648000000
2020-07-02 08:00:00,BTCUSDT,0.0001,1593676800000
2020-07-02 16:00:00,BTCUSDT,0.0001,1593705600000
2020-07-03 00:00:00,BTCUSDT,0.0001,1593734400000
2020-07-03 08:00:00,BTCUSDT,0.0001,1593763200000
2020-07-03 16:00:00,BTCUSDT,0.0001,1593792000000
2020-07-04 00:00:00,BTCUSDT,0.0001,1593820800000
2020-07-04 08:00:00,BTCUSDT,0.0001,1593849600000
2020-07-04 16:00:00,BTCUSDT,0.0001,1593878400000
2020-07-05 00:00:00,BTCUSDT,0.0001,1593907200000
2020-07-05 08:00:00,BTCUSDT,0.0001,1593936000000
2020-07-05 16:00:00,BTCUSDT,0.0001,1593964800000
2020-07-06 00:00:00,BTCUSDT,0.0001,1593993600000
2020-07-06 08:00:00,BTCUSDT,0.0001,1594022400000
2020-07-06 16:00:00,BTCUSDT,0.0001,1594051200000
2020-07-07 00:00:00,BTCUSDT,0.0001,1594080000000
2020-07-07 08:00:00,BTCUSDT,0.0001,1594108800000
2020-07-07 16:00:00,BTCUSDT,0.0001,1594137600000
2020-07-08 00:00:00,BTCUSDT,0.0001,1594166400000
2020-07-08 08:00:00,BTCUSDT,0.0001,1594195200000
2020-07-08 16:00:00,BTCUSDT,0.0001,1594224000000
2020-07-09 00:00:00,BTCUSDT,0.0001,1594252800000
2020-07-09 08:00:00,BTCUSDT,0.0001,1594281600000
2020-07-09 16:00:00,BTCUSDT,0.0001,1594310400000
2020-07-10 00:00:00,BTCUSDT,0.0001,1594339200000
2020-07-10 08:00:00,BTCUSDT,0.0001,1594368000000
2020-07-10 16:00:00,BTCUSDT,0.0001,1594396800000
2020-07-11 00:00:00,BTCUSDT,0.0001,1594425600000
2020-07-11 08:00:00,BTCUSDT,0.0001,1594454400000
2020-07-11 16:00:00,BTCUSDT,0.00002124,1594483200000
2020-07-12 00:00:00,BTCUSDT,0.0001,1594512000000
2020-07-12 08:00:00,BTCUSDT,0.0001,1594540800000
2020-07-12 16:00:00,BTCUSDT,0.0001,1594569600000
2020-07-13 00:00:00,BTCUSDT,0.0001,1594598400000
2020-07-13 08:00:00,BTCUSDT,0.0001,1594627200000
2020-07-13 16:00:00,BTCUSDT,0.0001,1594656000000
2020-07-14 00:00:00,BTCUSDT,0.0001,1594684800000
2020-07-14 08:00:00,BTCUSDT,0.0001,1594713600000
2020-07-14 16:00:00,BTCUSDT,0.0001,1594742400000
2020-07-15 00:00:00,BTCUSDT,0.0001,1594771200000
2020-07-15 08:00:00,BTCUSDT,0.0001,1594800000000
2020-07-15 16:00:00,BTCUSDT,0.0001,1594828800000
2020-07-16 00:00:00,BTCUSDT,0.00009621,1594857600000
2020-07-16 08:00:00,BTCUSDT,0.0001,1594886400000
2020-07-16 16:00:00,BTCUSDT,0.0001,1594915200000
2020-07-17 00:00:00,BTCUSDT,0.0001,1594944000000
2020-07-17 08:00:00,BTCUSDT,0.0001,1594972800000
2020-07-17 16:00:00,BTCUSDT,0.0001,1595001600000
2020-07-18 00:00:00,BTCUSDT,0.0001,1595030400000
2020-07-18 08:00:00,BTCUSDT,0.00005543,1595059200000
2020-07-18 16:00:00,BTCUSDT,0.0001,1595088000000
2020-07-19 00:00:00,BTCUSDT,0.0001,1595116800000
2020-07-19 08:00:00,BTCUSDT,0.0001,1595145600000
2020-07-19 16:00:00,BTCUSDT,0.0001,1595174400000
2020-07-20 00:00:00,BTCUSDT,0.0001,1595203200000
2020-07-20 08:00:00,BTCUSDT,0.0001,1595232000000
2020-07-20 16:00:00,BTCUSDT,0.0001,1595260800000
2020-07-21 00:00:00,BTCUSDT,0.0001,1595289600000
2020-07-21 08:00:00,BTCUSDT,0.0001,1595318400000
2020-07-21 16:00:00,BTCUSDT,0.00007691,1595347200000
2020-07-22 00:00:00,BTCUSDT,0.0001,1595376000000
2020-07-22 08:00:00,BTCUSDT,-0.00020699,1595404800000
2020-07-22 16:00:00,BTCUSDT,-0.00018507,1595433600000
2020-07-23 00:00:00,BTCUSDT,0.0001,1595462400000
2020-07-23 08:00:00,BTCUSDT,0.00008454,1595491200000
2020-07-23 16:00:00,BTCUSDT,0.00009443,1595520000000
2020-07-24 00:00:00,BTCUSDT,-0.00006765,1595548800000
2020-07-24 08:00:00,BTCUSDT,0.0000492,1595577600000
2020-07-24 16:00:00,BTCUSDT,0.0001,1595606400000
2020-07-25 00:00:00,BTCUSDT,0.0001,1595635200000
2020-07-25 08:00:00,BTCUSDT,0.0001,1595664000000
2020-07-25 16:00:00,BTCUSDT,0.0001,1595692800000
2020-07-26 00:00:00,BTCUSDT,0.00007786,1595721600000
2020-07-26 08:00:00,BTCUSDT,-0.00015259,1595750400000
2020-07-26 16:00:00,BTCUSDT,-0.00013979,1595779200000
2020-07-27 00:00:00,BTCUSDT,0.0001,1595808000000
2020-07-27 08:00:00,BTCUSDT,0.0001,1595836800000
2020-07-27 16:00:00,BTCUSDT,0.0001,1595865600000
2020-07-28 00:00:00,BTCUSDT,0.0001,1595894400000
2020-07-28 08:00:00,BTCUSDT,0.0001,1595923200000
2020-07-28 16:00:00,BTCUSDT,0.0001,1595952000000
2020-07-29 00:00:00,BTCUSDT,0.0001,1595980800000
2020-07-29 08:00:00,BTCUSDT,0.0001,1596009600000
2020-07-29 16:00:00,BTCUSDT,0.0001,1596038400000
2020-07-30 00:00:00,BTCUSDT,0.0001,1596067200000
2020-07-30 08:00:00,BTCUSDT,0.0001,1596096000000
2020-07-30 16:00:00,BTCUSDT,0.0001,1596124800000
2020-07-31 00:00:00,BTCUSDT,0.0001,1596153600000
2020-07-31 08:00:00,BTCUSDT,0.0001,1596182400000
2020-07-31 16:00:00,BTCUSDT,0.0001,1596211200000
2020-08-01 00:00:00,BTCUSDT,0.0001,1596240000000
2020-08-01 08:00:00,BTCUSDT,0.0001,1596268800000
2020-08-01 16:00:00,BTCUSDT,0.0001,1596297600000
2020-08-02 00:00:00,BTCUSDT,0.0001,1596326400000
2020-08-02 08:00:00,BTCUSDT,0.0001,1596355200000
2020-08-02 16:00:00,BTCUSDT,0.0001,1596384000000
2020-08-03 00:00:00,BTCUSDT,0.0001,1596412800000
2020-08-03 08:00:00,BTCUSDT,0.0001,1596441600000
2020-08-03 16:00:00,BTCUSDT,0.0001,1596470400000
2020-08-04 00:00:00,BTCUSDT,0.0001,1596499200000
2020-08-04 08:00:00,BTCUSDT,0.0001,1596528000000
2020-08-04 16:00:00,BTCUSDT,0.0001,1596556800000
2020-08-05 00:00:00,BTCUSDT,0.0001,1596585600000
2020-08-05 08:00:00,BTCUSDT,0.0001,1596614400000
2020-08-05 16:00:00,BTCUSDT,0.0001,1596643200000
2020-08-06 00:00:00,BTCUSDT,0.0001,1596672000000
2020-08-06 08:00:00,BTCUSDT,0.0001,1596700800000
2020-08-06 16:00:00,BTCUSDT,0.0001,1596729600000
2020-08-07 00:00:00,BTCUSDT,0.0001,1596758400000
2020-08-07 08:00:00,BTCUSDT,0.0001,1596787200000
2020-08-07 16:00:00,BTCUSDT,0.0001,1596816000000
2020-08-08 00:00:00,BTCUSDT,0.0001,1596844800000
2020-08-08 08:00:00,BTCUSDT,0.0001,1596873600000
2020-08-08 16:00:00,BTCUSDT,0.0001,1596902400000
2020-08-09 00:00:00,BTCUSDT,0.0001,1596931200000
2020-08-09 08:00:00,BTCUSDT,0.0001,1596960000000
2020-08-09 16:00:00,BTCUSDT,0.0001,1596988800000
2020-08-10 00:00:00,BTCUSDT,0.0001,1597017600000
2020-08-10 08:00:00,BTCUSDT,0.0001,1597046400000
2020-08-10 16:00:00,BTCUSDT,0.00027192,1597075200000
2020-08-11 00:00:00,BTCUSDT,0.0001,1597104000000
2020-08-11 08:00:00,BTCUSDT,0.0001,1597132800000
2020-08-11 16:00:00,BTCUSDT,0.0001,1597161600000
2020-08-12 00:00:00,BTCUSDT,0.00029662,1597190400000
2020-08-12 08:00:00,BTCUSDT,0.00021628,1597219200000
2020-08-12 16:00:00,BTCUSDT,0.0001,1597248000000
2020-08-13 00:00:00,BTCUSDT,0.0001,1597276800000
2020-08-13 08:00:00,BTCUSDT,0.0001,1597305600000
2020-08-13 16:00:00,BTCUSDT,0.0001,1597334400000
2020-08-14 00:00:00,BTCUSDT,0.0001,1597363200000
2020-08-14 08:00:00,BTCUSDT,0.0001599,1597392000000
2020-08-14 16:00:00,BTCUSDT,0.00044653,1597420800000
2020-08-15 00:00:00,BTCUSDT,0.00069388,1597449600000
2020-08-15 08:00:00,BTCUSDT,0.00051114,1597478400000
2020-08-15 16:00:00,BTCUSDT,0.0005648,1597507200000
2020-08-16 00:00:00,BTCUSDT,0.0007076,1597536000000
2020-08-16 08:00:00,BTCUSDT,0.00049832,1597564800000
