time_close,ideal_pos_contracts
2010-07-14,
2010-07-15,
2010-07-16,
2010-07-17,
2010-07-18,
2010-07-19,
2010-07-20,
2010-07-21,
2010-07-22,
2010-07-23,
2010-07-24,
2010-07-25,
2010-07-26,
2010-07-27,
2010-07-28,
2010-07-29,
2010-07-30,
2010-07-31,
2010-08-01,
2010-08-02,
2010-08-03,
2010-08-04,
2010-08-05,
2010-08-06,
2010-08-07,
2010-08-08,
2010-08-09,
2010-08-10,
2010-08-11,
2010-08-12,
2010-08-13,
2010-08-14,-3371.8612389351874
2010-08-15,2908.2713396482404
2010-08-16,6656.4676637742505
2010-08-17,2865.4393264466994
2010-08-18,2265.067775811735
2010-08-19,2241.333484943374
2010-08-20,1833.3762768390347
2010-08-21,1698.5065253896246
2010-08-22,1575.3213371430204
2010-08-23,1323.3708225348987
2010-08-24,988.3191096407569
2010-08-25,1011.92976881047
2010-08-26,1301.16158140661
2010-08-27,1003.7432979175553
2010-08-28,778.2977036471164
2010-08-29,-911.6445130163698
2010-08-30,-723.0792526844932
2010-08-31,-232.75972538232477
2010-09-01,-1188.8612847227855
2010-09-02,-2010.238985451941
2010-09-03,-3474.301187541115
2010-09-04,-4714.472784117236
2010-09-05,-5548.049413988338
2010-09-06,-6075.178024107781
2010-09-07,-6749.077918610344
2010-09-08,-7391.353267623141
2010-09-09,-7651.759325788579
2010-09-10,-8098.452061311686
2010-09-11,-6353.34750816155
2010-09-12,-7173.227688710822
2010-09-13,-7035.438845504983
2010-09-14,-7291.630233711892
2010-09-15,1379.4906984253323
2010-09-16,5728.871849530808
2010-09-17,2579.2284863147443
2010-09-18,1356.8655149991605
2010-09-19,318.078840539191
2010-09-20,-469.48831724658646
2010-09-21,-1197.4970101861552
2010-09-22,-1454.7390135665607
2010-09-23,-1922.8097247005462
2010-09-24,-2242.3971646847212
2010-09-25,-2543.5446343809554
2010-09-26,-2773.175673345315
2010-09-27,-2890.9803440105575
2010-09-28,-2910.2580284808464
2010-09-29,-3232.1522005232396
2010-09-30,-2907.8119827731734
2010-10-01,-3224.709181857191
2010-10-02,-3577.6952171503935
2010-10-03,-3686.833673203727
2010-10-04,-3577.8437777204454
2010-10-05,-3535.0666744089526
2010-10-06,-2668.505533975212
2010-10-07,-840.725368973039
2010-10-08,3946.3343961040277
2010-10-09,7382.32174406302
2010-10-10,10810.941689097976
2010-10-11,14959.003189977879
2010-10-12,18360.349159933347
2010-10-13,18222.148336770035
2010-10-14,18711.045196651863
2010-10-15,18499.526332628135
2010-10-16,18811.777119542796
2010-10-17,18685.407330469377
2010-10-18,18766.963559926313
2010-10-19,18400.38492417782
2010-10-20,17888.166526790428
2010-10-21,17544.38977363258
2010-10-22,17180.68693483554
2010-10-23,18362.562522762903
2010-10-24,15954.123585968971
2010-10-25,13335.463766006034
2010-10-26,15098.77278572949
2010-10-27,11312.268632222169
2010-10-28,12097.139608810567
2010-10-29,11316.288441873485
2010-10-30,11412.787014668273
2010-10-31,11763.819007261829
2010-11-01,11819.542513294437
2010-11-02,12212.765219631727
2010-11-03,12335.048160341543
2010-11-04,9176.796054246315
2010-11-05,9211.506414593041
2010-11-06,5742.584718416564
2010-11-07,5692.255188860309
2010-11-08,4012.4085450470143
2010-11-09,2869.104682659258
2010-11-10,1820.6820285864626
2010-11-11,1923.3093745871315
2010-11-12,1643.7198486889217
2010-11-13,1552.9066897257132
2010-11-14,1494.7271799909586
2010-11-15,1557.936148444202
2010-11-16,1540.4087747123915
2010-11-17,1257.0170047872514
2010-11-18,1256.7736493267614
2010-11-19,1284.6838563255892
2010-11-20,1328.6706409345522
2010-11-21,1346.3479807373217
2010-11-22,1372.650092697581
2010-11-23,1397.4940557354068
2010-11-24,1398.2417622440782
2010-11-25,1408.3968907687893
2010-11-26,1397.2670515774728
2010-11-27,1398.2973241458974
2010-11-28,1352.041418670326
2010-11-29,1219.0577980829871
2010-11-30,759.5299610642912
2010-12-01,509.3601114531313
2010-12-02,350.62508587384923
2010-12-03,293.23638231376924
2010-12-04,175.88091388027232
2010-12-05,-284.8928637217643
2010-12-06,-429.27285898738717
2010-12-07,-511.4245634811024
2010-12-08,-495.8410531241856
2010-12-09,-860.4591902124232
2010-12-10,-1140.911026920551
2010-12-11,-1305.2366614201694
2010-12-12,-1261.8436920132435
2010-12-13,-1131.6944014309227
2010-12-14,-820.5495950014874
2010-12-15,-689.9360805564695
2010-12-16,-313.5642921229263
2010-12-17,-124.05460885301832
2010-12-18,-6.677080584193284
2010-12-19,107.09494081273415
2010-12-20,587.1397946037654
2010-12-21,1025.8465313933011
2010-12-22,1404.3703671106327
2010-12-23,1401.7303416871478
2010-12-24,1277.9119248276568
2010-12-25,1186.8618982828934
2010-12-26,1341.8152493913567
2010-12-27,1695.926442573197
2010-12-28,2123.027400370119
2010-12-29,2766.1395066176706
2010-12-30,3566.9307054218543
2010-12-31,4250.999703224583
2011-01-01,4804.780080299681
2011-01-02,5251.666070552821
2011-01-03,5549.397616498887
2011-01-04,5805.882475640307
2011-01-05,6031.131964264352
2011-01-06,6207.602683351114
2011-01-07,6434.919512302269
2011-01-08,7166.007327395202
2011-01-09,7845.815099196331
2011-01-10,8446.33884598372
2011-01-11,9059.3243793667
2011-01-12,9681.307578244148
2011-01-13,10260.501550949848
2011-01-14,4545.711871202358
2011-01-15,5430.169365175377
2011-01-16,6057.962510523101
2011-01-17,6401.510427097606
2011-01-18,4481.401224926611
2011-01-19,3809.54567749535
2011-01-20,3322.3614903535113
2011-01-21,3444.370322215441
2011-01-22,3476.947645670059
2011-01-23,4108.329986945881
2011-01-24,4533.29948263003
2011-01-25,4859.590924768041
2011-01-26,5076.11974272946
2011-01-27,5229.599817847645
2011-01-28,5292.949155216926
2011-01-29,5701.128155198817
2011-01-30,5992.642485305694
2011-01-31,5892.197523683168
2011-02-01,2490.427785114521
2011-02-02,2630.8408414192536
2011-02-03,2826.820458548909
2011-02-04,2572.442305540496
2011-02-05,2283.944249074099
2011-02-06,2345.17488789453
2011-02-07,2409.8420103733174
2011-02-08,2442.7211574853663
2011-02-09,2274.333342933833
2011-02-10,2359.7119173265282
2011-02-11,2187.8882941941856
2011-02-12,2290.446115389274
2011-02-13,2302.526126884299
2011-02-14,2310.8830936270074
2011-02-15,2378.6430045288894
2011-02-16,2446.941494888406
2011-02-17,2529.3297516519087
2011-02-18,2693.414147840402
2011-02-19,2506.203083730063
2011-02-20,2503.0716657112253
2011-02-21,2218.8185220669216
2011-02-22,2032.4616963879434
2011-02-23,1857.6219681550836
2011-02-24,1671.210328163187
2011-02-25,1713.5615365510894
2011-02-26,1747.4399410595695
2011-02-27,1566.6485138024075
2011-02-28,1368.9505386817289
2011-03-01,1211.9553448730762
2011-03-02,1228.9837995226706
2011-03-03,1253.7708650362247
2011-03-04,1159.6868477919156
2011-03-05,1085.3868707849747
2011-03-06,1037.5908628094317
2011-03-07,919.7415410271012
2011-03-08,810.6579850190712
2011-03-09,729.5170950540185
2011-03-10,777.4693300399024
2011-03-11,657.5805563837359
2011-03-12,681.4154911699461
2011-03-13,707.462510526334
2011-03-14,692.9348741982008
2011-03-15,646.0832471971773
2011-03-16,509.8600040735807
2011-03-17,335.04051813789545
2011-03-18,168.16506838805975
2011-03-19,-228.9364517286395
2011-03-20,-664.3667852750146
2011-03-21,-1259.5138836730835
2011-03-22,-1550.122031822924
2011-03-23,-1283.1397692647183
2011-03-24,-1002.0707899535868
2011-03-25,-521.3522101167807
2011-03-26,-389.46432033353756
2011-03-27,-194.20962850999987
2011-03-28,-104.62443100603625
2011-03-29,-468.24382765394523
2011-03-30,-956.7867359572352
2011-03-31,-1437.8685723369256
2011-04-01,-1963.4472087512645
2011-04-02,-2261.621066542038
2011-04-03,-2464.466187144048
2011-04-04,-3028.500830790481
2011-04-05,-2741.686782132147
2011-04-06,-3187.2400164654855
2011-04-07,-3229.2701013790643
2011-04-08,-3385.766749382412
2011-04-09,-3689.8588078121966
2011-04-10,-3358.295810742704
2011-04-11,-3210.5537827958738
2011-04-12,-1952.480540808563
2011-04-13,-304.4782444344286
2011-04-14,756.1304306498006
2011-04-15,1503.7555007021615
2011-04-16,2080.1414070974183
2011-04-17,2851.610867477582
2011-04-18,3620.227575025955
2011-04-19,3538.8969511050104
2011-04-20,3650.8338705048436
2011-04-21,3631.6781801351417
2011-04-22,3124.9427068133436
2011-04-23,2805.1425981240936
2011-04-24,2329.540690285417
2011-04-25,2382.931620097105
2011-04-26,1993.020145277269
2011-04-27,2005.5278283680796
2011-04-28,1455.3336899320193
2011-04-29,818.919828434511
2011-04-30,633.6639362087337
2011-05-01,622.5940669487227
2011-05-02,633.2362661438167
2011-05-03,657.5202710555845
2011-05-04,659.8823085032441
2011-05-05,680.8091516857214
2011-05-06,682.0381722564441
2011-05-07,680.0822355666717
2011-05-08,663.881808234562
2011-05-09,677.2886893917213
2011-05-10,351.09991265367273
2011-05-11,349.3622083022764
2011-05-12,311.9651372429861
2011-05-13,299.9809015286372
2011-05-14,262.39987568535827
2011-05-15,248.59084515365475
2011-05-16,252.05234001710625
2011-05-17,257.79252601472865
2011-05-18,274.9392530267157
2011-05-19,271.558387212128
2011-05-20,302.9514360916887
2011-05-21,248.87052285980934
2011-05-22,255.8624035014613
2011-05-23,243.21828415827946
2011-05-24,242.4080008777477
2011-05-25,244.45957351444613
2011-05-26,239.5437834584161
2011-05-27,214.8156003904233
2011-05-28,231.55627686843104
2011-05-29,232.39806401947095
2011-05-30,235.1581851183358
2011-05-31,239.4402203428363
2011-06-01,225.17849120899206
2011-06-02,218.7045217491131
2011-06-03,147.80029695392372
2011-06-04,80.3728087338404
2011-06-05,89.41042731526329
2011-06-06,85.61213262084122
2011-06-07,78.2889430317228
2011-06-08,64.93844396593789
2011-06-09,55.24002208088368
2011-06-10,60.393381616223664
2011-06-11,56.89694749502045
2011-06-12,60.93822944546366
2011-06-13,70.8148417629279
2011-06-14,66.42961940815695
2011-06-15,71.34206355928325
2011-06-16,67.60305384016036
2011-06-17,61.088245046896546
2011-06-18,49.89141180720539
2011-06-19,45.47322467347106
2011-06-20,40.33296643914089
2011-06-21,36.34338045331116
2011-06-22,29.489331703492986
2011-06-23,21.924925178575073
2011-06-24,17.90870721112151
2011-06-25,16.846712733623292
2011-06-26,16.143939950018634
2011-06-27,16.20521192637602
2011-06-28,15.436733980760167
2011-06-29,14.05773429774167
2011-06-30,10.363704079525213
2011-07-01,10.304462020770623
2011-07-02,8.792351387628186
2011-07-03,3.785047809959603
2011-07-04,-9.101794531120818
2011-07-05,-18.49729172409026
2011-07-06,-18.83105871559457
2011-07-07,-23.54334786929712
2011-07-08,-22.02737182744482
2011-07-09,-24.618034156676565
2011-07-10,-25.351507822333716
2011-07-11,-28.47335458766879
2011-07-12,-36.956484497833614
2011-07-13,-43.19813335921945
2011-07-14,-48.63551080146678
2011-07-15,-53.707693011321155
2011-07-16,-59.89497121938108
2011-07-17,-62.93535125385788
2011-07-18,-70.49375162471183
2011-07-19,-71.56604464389616
2011-07-20,-74.84003122894158
2011-07-21,-75.7549536486526
2011-07-22,-76.13429386308195
2011-07-23,-78.28544654042925
2011-07-24,-76.11875630968389
2011-07-25,-72.47111720840348
2011-07-26,-61.347282621929004
2011-07-27,-63.2212680733344
2011-07-28,-74.0953153081524
2011-07-29,-73.72279107081766
2011-07-30,-79.73603205259869
2011-07-31,-88.70467465856272
2011-08-01,-97.9162070856161
2011-08-02,-118.62404788022161
