time_close,rebalanced_pos_contracts
2010-10-08,3946.3343961040277
2010-10-09,7382.32174406302
2010-10-10,10810.941689097976
2010-10-11,14959.003189977879
2010-10-12,18360.349159933347
2010-10-13,18360.349159933347
2010-10-14,18360.349159933347
2010-10-15,18360.349159933347
2010-10-16,18360.349159933347
2010-10-17,18360.349159933347
2010-10-18,18360.349159933347
2010-10-19,18360.349159933347
2010-10-20,18360.349159933347
2010-10-21,18360.349159933347
2010-10-22,18360.349159933347
2010-10-23,18360.349159933347
2010-10-24,15954.123585968971
2010-10-25,13335.463766006034
2010-10-26,15098.77278572949
2010-10-27,11312.268632222169
2010-10-28,11312.268632222169
2010-10-29,11312.268632222169
2010-10-30,11312.268632222169
2010-10-31,11312.268632222169
2010-11-01,11312.268632222169
2010-11-02,11312.268632222169
2010-11-03,11312.268632222169
2010-11-04,9176.796054246315
2010-11-05,9176.796054246315
2010-11-06,5742.584718416564
2010-11-07,5742.584718416564
2010-11-08,4012.4085450470143
2010-11-09,2869.104682659258
2010-11-10,1820.6820285864626
2010-11-11,1820.6820285864626
2010-11-12,1643.7198486889217
2010-11-13,1643.7198486889217
2010-11-14,1643.7198486889217
2010-11-15,1643.7198486889217
2010-11-16,1643.7198486889217
2010-11-17,1257.0170047872514
2010-11-18,1257.0170047872514
2010-11-19,1257.0170047872514
2010-11-20,1257.0170047872514
2010-11-21,1257.0170047872514
2010-11-22,1257.0170047872514
2010-11-23,1397.4940557354068
2010-11-24,1397.4940557354068
2010-11-25,1397.4940557354068
2010-11-26,1397.4940557354068
2010-11-27,1397.4940557354068
2010-11-28,1397.4940557354068
2010-11-29,1219.0577980829871
2010-11-30,759.5299610642912
2010-12-01,509.3601114531313
2010-12-02,350.62508587384923
2010-12-03,293.23638231376924
2010-12-04,175.88091388027232
2010-12-05,-284.8928637217643
2010-12-06,-429.27285898738717
2010-12-07,-511.4245634811024
2010-12-08,-511.4245634811024
2010-12-09,-860.4591902124232
2010-12-10,-1140.911026920551
2010-12-11,-1305.2366614201694
2010-12-12,-1305.2366614201694
2010-12-13,-1131.6944014309227
2010-12-14,-820.5495950014874
2010-12-15,-689.9360805564695
2010-12-16,-313.5642921229263
2010-12-17,-124.05460885301832
2010-12-18,-6.677080584193284
2010-12-19,107.09494081273415
2010-12-20,587.1397946037654
2010-12-21,1025.8465313933011
2010-12-22,1404.3703671106327
2010-12-23,1404.3703671106327
2010-12-24,1404.3703671106327
2010-12-25,1186.8618982828934
2010-12-26,1341.8152493913567
2010-12-27,1695.926442573197
2010-12-28,2123.027400370119
2010-12-29,2766.1395066176706
2010-12-30,3566.9307054218543
2010-12-31,4250.999703224583
2011-01-01,4804.780080299681
2011-01-02,4804.780080299681
2011-01-03,5549.397616498887
2011-01-04,5549.397616498887
2011-01-05,5549.397616498887
2011-01-06,6207.602683351114
2011-01-07,6207.602683351114
2011-01-08,7166.007327395202
2011-01-09,7166.007327395202
2011-01-10,8446.33884598372
2011-01-11,8446.33884598372
2011-01-12,9681.307578244148
2011-01-13,9681.307578244148
2011-01-14,4545.711871202358
2011-01-15,5430.169365175377
2011-01-16,6057.962510523101
2011-01-17,6057.962510523101
2011-01-18,4481.401224926611
2011-01-19,3809.54567749535
2011-01-20,3322.3614903535113
2011-01-21,3322.3614903535113
2011-01-22,3322.3614903535113
2011-01-23,4108.329986945881
2011-01-24,4108.329986945881
2011-01-25,4859.590924768041
2011-01-26,4859.590924768041
2011-01-27,4859.590924768041
2011-01-28,4859.590924768041
2011-01-29,5701.128155198817
2011-01-30,5701.128155198817
2011-01-31,5701.128155198817
2011-02-01,2490.427785114521
2011-02-02,2490.427785114521
2011-02-03,2826.820458548909
2011-02-04,2826.820458548909
2011-02-05,2283.944249074099
2011-02-06,2283.944249074099
2011-02-07,2283.944249074099
2011-02-08,2283.944249074099
2011-02-09,2283.944249074099
2011-02-10,2283.944249074099
2011-02-11,2283.944249074099
2011-02-12,2283.944249074099
2011-02-13,2283.944249074099
2011-02-14,2283.944249074099
2011-02-15,2283.944249074099
2011-02-16,2283.944249074099
2011-02-17,2283.944249074099
2011-02-18,2693.414147840402
2011-02-19,2693.414147840402
2011-02-20,2693.414147840402
2011-02-21,2218.8185220669216
2011-02-22,2218.8185220669216
2011-02-23,1857.6219681550836
2011-02-24,1671.210328163187
2011-02-25,1671.210328163187
2011-02-26,1671.210328163187
2011-02-27,1671.210328163187
2011-02-28,1368.9505386817289
2011-03-01,1211.9553448730762
2011-03-02,1211.9553448730762
2011-03-03,1211.9553448730762
2011-03-04,1211.9553448730762
2011-03-05,1085.3868707849747
2011-03-06,1085.3868707849747
2011-03-07,919.7415410271012
2011-03-08,810.6579850190712
2011-03-09,729.5170950540185
2011-03-10,729.5170950540185
2011-03-11,657.5805563837359
2011-03-12,657.5805563837359
2011-03-13,657.5805563837359
2011-03-14,657.5805563837359
2011-03-15,657.5805563837359
2011-03-16,509.8600040735807
2011-03-17,335.04051813789545
2011-03-18,168.16506838805975
2011-03-19,-228.9364517286395
2011-03-20,-664.3667852750146
2011-03-21,-1259.5138836730835
2011-03-22,-1550.122031822924
2011-03-23,-1283.1397692647183
2011-03-24,-1002.0707899535868
2011-03-25,-521.3522101167807
2011-03-26,-389.46432033353756
2011-03-27,-194.20962850999987
2011-03-28,-104.62443100603625
2011-03-29,-468.24382765394523
2011-03-30,-956.7867359572352
2011-03-31,-1437.8685723369256
2011-04-01,-1963.4472087512645
2011-04-02,-2261.621066542038
2011-04-03,-2261.621066542038
2011-04-04,-3028.500830790481
2011-04-05,-2741.686782132147
2011-04-06,-3187.2400164654855
2011-04-07,-3187.2400164654855
2011-04-08,-3187.2400164654855
2011-04-09,-3689.8588078121966
2011-04-10,-3689.8588078121966
2011-04-11,-3210.5537827958738
2011-04-12,-1952.480540808563
2011-04-13,-304.4782444344286
2011-04-14,756.1304306498006
2011-04-15,1503.7555007021615
2011-04-16,2080.1414070974183
2011-04-17,2851.610867477582
2011-04-18,3620.227575025955
2011-04-19,3620.227575025955
2011-04-20,3620.227575025955
2011-04-21,3620.227575025955
2011-04-22,3124.9427068133436
2011-04-23,2805.1425981240936
2011-04-24,2329.540690285417
2011-04-25,2329.540690285417
2011-04-26,1993.020145277269
2011-04-27,1993.020145277269
2011-04-28,1455.3336899320193
2011-04-29,818.919828434511
2011-04-30,633.6639362087337
2011-05-01,633.6639362087337
2011-05-02,633.6639362087337
2011-05-03,633.6639362087337
2011-05-04,633.6639362087337
2011-05-05,633.6639362087337
2011-05-06,633.6639362087337
2011-05-07,633.6639362087337
2011-05-08,633.6639362087337
2011-05-09,633.6639362087337
2011-05-10,351.09991265367273
2011-05-11,351.09991265367273
2011-05-12,311.9651372429861
2011-05-13,311.9651372429861
2011-05-14,262.39987568535827
2011-05-15,262.39987568535827
2011-05-16,262.39987568535827
2011-05-17,262.39987568535827
2011-05-18,262.39987568535827
2011-05-19,262.39987568535827
2011-05-20,302.9514360916887
2011-05-21,248.87052285980934
2011-05-22,248.87052285980934
2011-05-23,248.87052285980934
2011-05-24,248.87052285980934
2011-05-25,248.87052285980934
2011-05-26,248.87052285980934
2011-05-27,214.8156003904233
2011-05-28,214.8156003904233
2011-05-29,214.8156003904233
2011-05-30,214.8156003904233
2011-05-31,239.4402203428363
2011-06-01,239.4402203428363
2011-06-02,239.4402203428363
2011-06-03,147.80029695392372
2011-06-04,80.3728087338404
2011-06-05,89.41042731526329
2011-06-06,89.41042731526329
2011-06-07,78.2889430317228
2011-06-08,64.93844396593789
2011-06-09,55.24002208088368
2011-06-10,55.24002208088368
2011-06-11,55.24002208088368
2011-06-12,55.24002208088368
2011-06-13,70.8148417629279
2011-06-14,70.8148417629279
2011-06-15,70.8148417629279
2011-06-16,70.8148417629279
2011-06-17,61.088245046896546
2011-06-18,49.89141180720539
2011-06-19,49.89141180720539
2011-06-20,40.33296643914089
2011-06-21,36.34338045331116
2011-06-22,29.489331703492986
2011-06-23,21.924925178575073
2011-06-24,17.90870721112151
2011-06-25,17.90870721112151
2011-06-26,16.143939950018634
2011-06-27,16.143939950018634
2011-06-28,16.143939950018634
2011-06-29,14.05773429774167
2011-06-30,10.363704079525213
2011-07-01,10.363704079525213
2011-07-02,8.792351387628186
2011-07-03,3.785047809959603
2011-07-04,-9.101794531120818
2011-07-05,-18.49729172409026
2011-07-06,-18.49729172409026
2011-07-07,-23.54334786929712
2011-07-08,-23.54334786929712
2011-07-09,-23.54334786929712
2011-07-10,-23.54334786929712
2011-07-11,-28.47335458766879
2011-07-12,-36.956484497833614
2011-07-13,-43.19813335921945
2011-07-14,-48.63551080146678
2011-07-15,-48.63551080146678
2011-07-16,-59.89497121938108
2011-07-17,-59.89497121938108
2011-07-18,-70.49375162471183
2011-07-19,-70.49375162471183
2011-07-20,-70.49375162471183
2011-07-21,-70.49375162471183
2011-07-22,-70.49375162471183
2011-07-23,-70.49375162471183
2011-07-24,-70.49375162471183
2011-07-25,-70.49375162471183
2011-07-26,-61.347282621929004
2011-07-27,-61.347282621929004
2011-07-28,-74.0953153081524
2011-07-29,-74.0953153081524
2011-07-30,-74.0953153081524
2011-07-31,-88.70467465856272
2011-08-01,-88.70467465856272
2011-08-02,-118.62404788022161
2011-08-03,-152.65093353648038
2011-08-04,-171.83345690595792
2011-08-05,-211.63676910936493
2011-08-06,-211.63676910936493
2011-08-07,-177.49389220639574
2011-08-08,-214.7146163095274
2011-08-09,-165.94467662178738
2011-08-10,-165.94467662178738
2011-08-11,-165.94467662178738
2011-08-12,-165.94467662178738
2011-08-13,-165.94467662178738
2011-08-14,-148.54759289955922
2011-08-15,-117.75260268276281
2011-08-16,-98.58426133081113
2011-08-17,-98.58426133081113
2011-08-18,-82.91593082572126
2011-08-19,-67.86608030003211
2011-08-20,-67.86608030003211
2011-08-21,-58.41120686066855
2011-08-22,-58.41120686066855
2011-08-23,-52.110707107644316
2011-08-24,-52.110707107644316
2011-08-25,-52.110707107644316
2011-08-26,-85.44611383442057
2011-08-27,-105.62004506544774
2011-08-28,-131.20709082900152
2011-08-29,-131.20709082900152
2011-08-30,-152.1042091173205
2011-08-31,-173.7994949084627
2011-09-01,-210.57168079229828
2011-09-02,-210.57168079229828
2011-09-03,-246.51492451461527
2011-09-04,-246.51492451461527
2011-09-05,-308.865620524157
2011-09-06,-308.865620524157
2011-09-07,-353.7247171420954
2011-09-08,-424.81107200941943
2011-09-09,-424.81107200941943
2011-09-10,-424.81107200941943
2011-09-11,-228.29158387291145
2011-09-12,-228.29158387291145
2011-09-13,-228.29158387291145
2011-09-14,-264.92762974329787
2011-09-15,-321.1007505701139
2011-09-16,-376.7412604711487
2011-09-17,-376.7412604711487
2011-09-18,-376.7412604711487
2011-09-19,-376.7412604711487
2011-09-20,-274.58150747038843
2011-09-21,-274.58150747038843
2011-09-22,-274.58150747038843
2011-09-23,-274.58150747038843
2011-09-24,-274.58150747038843
2011-09-25,-274.58150747038843
2011-09-26,-330.9406833608306
2011-09-27,-330.9406833608306
2011-09-28,-330.9406833608306
2011-09-29,-393.5779275013928
2011-09-30,-393.5779275013928
2011-10-01,-355.6521284747594
2011-10-02,-355.6521284747594
2011-10-03,-355.6521284747594
2011-10-04,-355.6521284747594
2011-10-05,-402.55391465585524
2011-10-06,-402.55391465585524
2011-10-07,-507.31069453604766
2011-10-08,-602.8841915187962
2011-10-09,-476.43002451843665
2011-10-10,-537.1820079475905
2011-10-11,-537.1820079475905
2011-10-12,-537.1820079475905
2011-10-13,-628.993102898821
2011-10-14,-628.993102898821
2011-10-15,-628.993102898821
2011-10-16,-790.5417273743658
2011-10-17,-901.9609258665811
2011-10-18,-553.0527433398848
2011-10-19,-692.9131209654872
2011-10-20,-770.2720434610994
2011-10-21,-770.2720434610994
2011-10-22,-568.1503065623248
2011-10-23,-514.306966565688
2011-10-24,-514.306966565688
2011-10-25,-514.306966565688
2011-10-26,-514.306966565688
2011-10-27,-514.306966565688
2011-10-28,-514.306966565688
2011-10-29,-399.31415757615144
2011-10-30,-327.44559911398005
2011-10-31,-327.44559911398005
2011-11-01,-327.44559911398005
2011-11-02,-327.44559911398005
2011-11-03,-327.44559911398005
2011-11-04,-327.44559911398005
2011-11-05,-327.44559911398005
2011-11-06,-402.7247301886413
2011-11-07,-402.7247301886413
2011-11-08,-402.7247301886413
2011-11-09,-402.7247301886413
2011-11-10,-487.9472270350787
2011-11-11,-441.1349043726733
2011-11-12,-441.1349043726733
2011-11-13,-441.1349043726733
2011-11-14,-507.06523420610665
2011-11-15,-453.34985206578597
2011-11-16,-509.1002606343462
2011-11-17,-647.478374400846
2011-11-18,-838.3781653353111
2011-11-19,-697.726148671931
2011-11-20,-697.726148671931
2011-11-21,-697.726148671931
2011-11-22,-697.726148671931
2011-11-23,-697.726148671931
2011-11-24,-697.726148671931
2011-11-25,-697.726148671931
2011-11-26,-697.726148671931
2011-11-27,-630.5612234370516
2011-11-28,-630.5612234370516
2011-11-29,-482.3045139392577
2011-11-30,-287.27059242339726
2011-12-01,-176.1672885177032
2011-12-02,-72.49496843866588
2011-12-03,-33.720251507521375
2011-12-04,-16.666973528221995
2011-12-05,10.169079138308575
2011-12-06,36.359154108993906
2011-12-07,69.09732892784004
2011-12-08,117.36919707878064
2011-12-09,161.38131748417067
2011-12-10,185.36059082771183
2011-12-11,246.65303639049733
2011-12-12,327.43291355020347
2011-12-13,388.9513222507677
2011-12-14,388.9513222507677
2011-12-15,447.7596479381706
2011-12-16,447.7596479381706
2011-12-17,447.7596479381706
2011-12-18,447.7596479381706
2011-12-19,504.4206353096538
2011-12-20,504.4206353096538
2011-12-21,673.6778708128967
2011-12-22,792.4677750332794
2011-12-23,792.4677750332794
2011-12-24,928.9634403945798
2011-12-25,928.9634403945798
2011-12-26,928.9634403945798
2011-12-27,928.9634403945798
2011-12-28,928.9634403945798
2011-12-29,1046.1661836192209
2011-12-30,1046.1661836192209
2011-12-31,1046.1661836192209
2012-01-01,796.9181213063797
2012-01-02,796.9181213063797
2012-01-03,796.9181213063797
2012-01-04,659.3185231730262
2012-01-05,451.1948275035858
2012-01-06,451.1948275035858
2012-01-07,451.1948275035858
2012-01-08,451.1948275035858
2012-01-09,451.1948275035858
2012-01-10,451.1948275035858
2012-01-11,451.1948275035858
2012-01-12,451.1948275035858
2012-01-13,451.1948275035858
2012-01-14,451.1948275035858
2012-01-15,451.1948275035858
2012-01-16,451.1948275035858
2012-01-17,509.93390316697224
2012-01-18,509.93390316697224
2012-01-19,509.93390316697224
2012-01-20,509.93390316697224
2012-01-21,455.75715783164003
2012-01-22,455.75715783164003
2012-01-23,404.5976946604574
2012-01-24,404.5976946604574
2012-01-25,404.5976946604574
2012-01-26,282.17630916439276
2012-01-27,204.32381735754396
2012-01-28,139.0629604961244
2012-01-29,52.751817042105515
2012-01-30,5.1322433092939885
2012-01-31,-34.387143535720796
2012-02-01,-34.387143535720796
2012-02-02,11.81279246192351
2012-02-03,39.548365037583395
2012-02-04,51.70366422765092
2012-02-05,46.523592476810265
2012-02-06,21.10634232018442
2012-02-07,4.297331010480739
2012-02-08,-14.528553712263797
2012-02-09,-10.131625766992864
2012-02-10,-0.5123853533468051
2012-02-11,-48.368018245119394
2012-02-12,-42.187717663990924
2012-02-13,-89.47724312527126
2012-02-14,-214.39352756555172
2012-02-15,-171.34667549502436
2012-02-16,-247.62445893854473
2012-02-17,-346.0510362408452
2012-02-18,-403.59420066165137
2012-02-19,-471.6872155327752
2012-02-20,-531.180559324657
2012-02-21,-531.180559324657
2012-02-22,-531.180559324657
2012-02-23,-531.180559324657
2012-02-24,-393.78042538877537
2012-02-25,-332.30312793633516
2012-02-26,-299.10844899337553
2012-02-27,-299.10844899337553
2012-02-28,-242.59171426452772
2012-02-29,-242.59171426452772
2012-03-01,-242.59171426452772
2012-03-02,-242.59171426452772
2012-03-03,-242.59171426452772
2012-03-04,-271.8915224873358
2012-03-05,-271.8915224873358
2012-03-06,-216.9564376540323
2012-03-07,-189.3780429045567
2012-03-08,-189.3780429045567
2012-03-09,-189.3780429045567
2012-03-10,-222.27983095326226
2012-03-11,-222.27983095326226
2012-03-12,-222.27983095326226
2012-03-13,-79.89554338931349
2012-03-14,27.655930336863253
2012-03-15,104.7493097653208
2012-03-16,166.54507842053152
2012-03-17,214.91820922161338
2012-03-18,263.6999203838403
2012-03-19,120.93980839827195
2012-03-20,88.2505425914997
2012-03-21,2.236769783150611
2012-03-22,-71.9182398886486
2012-03-23,-177.76396842143336
2012-03-24,-243.12683828120572
2012-03-25,-320.39566670463773
2012-03-26,-401.2424048586672
2012-03-27,-401.2424048586672
2012-03-28,-401.2424048586672
2012-03-29,-401.2424048586672
2012-03-30,-401.2424048586672
2012-03-31,-339.88864374300385
2012-04-01,-300.9038520926641
2012-04-02,-233.91948966901765
2012-04-03,-165.54251573498428
2012-04-04,-165.54251573498428
2012-04-05,-144.83925676847076
2012-04-06,-123.18215043279187
2012-04-07,-158.00169257648403
2012-04-08,-158.00169257648403
2012-04-09,-209.09013795655397
2012-04-10,-264.23161190780354
2012-04-11,-233.65543140030053
2012-04-12,-207.22374712297628
2012-04-13,-148.05773630877383
2012-04-14,-96.24092456328034
2012-04-15,3.551182816637989
2012-04-16,11.463117821633851
2012-04-17,60.2871419280311
2012-04-18,219.65441055804732
2012-04-19,410.8365625509035
2012-04-20,651.8759686237735
2012-04-21,822.0278864544298
2012-04-22,976.8371278807051
2012-04-23,976.8371278807051
2012-04-24,843.7467297755686
2012-04-25,843.7467297755686
2012-04-26,762.1870622059979
2012-04-27,762.1870622059979
2012-04-28,489.38067193553724
2012-04-29,221.8373516784386
2012-04-30,106.10703291149136
2012-05-01,36.49239709157575
2012-05-02,59.48330553798907
2012-05-03,207.42129152627064
2012-05-04,252.2364659162488
2012-05-05,306.3971761930176
2012-05-06,306.3971761930176
2012-05-07,306.3971761930176
2012-05-08,306.3971761930176
2012-05-09,269.83116287307513
2012-05-10,30.024145557439404
2012-05-11,-20.221108895367227
2012-05-12,-74.93346845262937
2012-05-13,-259.7455533436206
2012-05-14,-259.7455533436206
2012-05-15,-222.6950911788772
2012-05-16,-71.72155980799343
2012-05-17,67.87300783359969
2012-05-18,240.35373846333687
2012-05-19,318.4435454516403
2012-05-20,435.04945069570084
2012-05-21,596.1555840046669
2012-05-22,596.1555840046669
2012-05-23,670.28389488899
2012-05-24,670.28389488899
2012-05-25,819.1198639874474
2012-05-26,740.4028528746055
2012-05-27,740.4028528746055
2012-05-28,883.5178182539797
2012-05-29,992.7121946968743
2012-05-30,992.7121946968743
2012-05-31,1234.1924999946748
2012-06-01,1507.417314259353
2012-06-02,1863.0405305344952
2012-06-03,1863.0405305344952
2012-06-04,2144.9113495447186
2012-06-05,2495.5544519967384
2012-06-06,2495.5544519967384
2012-06-07,3463.3941405754776
2012-06-08,3463.3941405754776
2012-06-09,3463.3941405754776
2012-06-10,3134.7839447650704
2012-06-11,3134.7839447650704
2012-06-12,3134.7839447650704
2012-06-13,2558.222325759914
2012-06-14,2558.222325759914
2012-06-15,2174.5672175320033
2012-06-16,2174.5672175320033
2012-06-17,2174.5672175320033
2012-06-18,2174.5672175320033
2012-06-19,2174.5672175320033
2012-06-20,2174.5672175320033
2012-06-21,2174.5672175320033
2012-06-22,2174.5672175320033
2012-06-23,2174.5672175320033
2012-06-24,2174.5672175320033
2012-06-25,1957.5842286933635
2012-06-26,1957.5842286933635
2012-06-27,1957.5842286933635
2012-06-28,1957.5842286933635
2012-06-29,1957.5842286933635
2012-06-30,1957.5842286933635
2012-07-01,2179.273883501567
2012-07-02,2179.273883501567
2012-07-03,2179.273883501567
2012-07-04,2179.273883501567
2012-07-05,2179.273883501567
2012-07-06,2179.273883501567
2012-07-07,2179.273883501567
2012-07-08,2179.273883501567
2012-07-09,2179.273883501567
2012-07-10,2179.273883501567
2012-07-11,2179.273883501567
2012-07-12,1671.1165827598074
2012-07-13,1671.1165827598074
2012-07-14,1671.1165827598074
2012-07-15,1671.1165827598074
2012-07-16,1671.1165827598074
2012-07-17,884.520887856658
2012-07-18,884.520887856658
2012-07-19,884.520887856658
2012-07-20,787.1078612858123
2012-07-21,661.6690371508311
2012-07-22,661.6690371508311
2012-07-23,661.6690371508311
2012-07-24,661.6690371508311
2012-07-25,661.6690371508311
2012-07-26,661.6690371508311
2012-07-27,661.6690371508311
2012-07-28,661.6690371508311
2012-07-29,661.6690371508311
2012-07-30,661.6690371508311
2012-07-31,661.6690371508311
2012-08-01,661.6690371508311
2012-08-02,547.9067298221337
2012-08-03,547.9067298221337
2012-08-04,547.9067298221337
2012-08-05,547.9067298221337
2012-08-06,547.9067298221337
2012-08-07,547.9067298221337
2012-08-08,547.9067298221337
2012-08-09,547.9067298221337
2012-08-10,547.9067298221337
2012-08-11,547.9067298221337
2012-08-12,547.9067298221337
2012-08-13,547.9067298221337
2012-08-14,609.6621465942452
2012-08-15,609.6621465942452
2012-08-16,518.6456490177433
2012-08-17,451.8165443789511
2012-08-18,451.8165443789511
2012-08-19,242.99070916125635
2012-08-20,200.69240342758977
2012-08-21,161.72978818632464
2012-08-22,124.57616664635285
2012-08-23,90.42532927038218
2012-08-24,68.5763995966574
2012-08-25,47.625610094331286
2012-08-26,41.27591434166841
2012-08-27,50.965664233116556
2012-08-28,80.92188059194845
2012-08-29,80.92188059194845
2012-08-30,80.92188059194845
2012-08-31,66.29893341282592
2012-09-01,40.85395304117341
2012-09-02,17.7638662156536
2012-09-03,4.777411441533898
2012-09-04,-5.0506041608047205
2012-09-05,4.203311482062163
2012-09-06,18.178011928278185
2012-09-07,40.87704760807629
2012-09-08,58.085204435093075
2012-09-09,74.76668748335317
2012-09-10,89.25949190613957
2012-09-11,100.83285700322679
2012-09-12,119.88238347986862
2012-09-13,140.649431618416
2012-09-14,170.61937447597163
2012-09-15,207.14174962149923
2012-09-16,244.66848202185264
2012-09-17,282.6810563168378
2012-09-18,326.25060534426296
2012-09-19,378.5414193454589
2012-09-20,427.2948895268695
2012-09-21,427.2948895268695
2012-09-22,500.90775135507045
2012-09-23,500.90775135507045
2012-09-24,500.90775135507045
2012-09-25,500.90775135507045
2012-09-26,500.90775135507045
2012-09-27,500.90775135507045
2012-09-28,500.90775135507045
2012-09-29,500.90775135507045
2012-09-30,559.6224620924037
2012-10-01,559.6224620924037
2012-10-02,559.6224620924037
2012-10-03,629.3827791884695
2012-10-04,629.3827791884695
2012-10-05,730.0325074414035
2012-10-06,730.0325074414035
2012-10-07,461.16273443668643
2012-10-08,330.8420561903791
2012-10-09,247.09891509423505
2012-10-10,206.76683911181993
2012-10-11,163.42520097568558
2012-10-12,121.64922627722424
2012-10-13,80.99952130390724
2012-10-14,29.228584613388374
2012-10-15,-19.121480069668433
2012-10-16,-50.225645126158746
2012-10-17,-94.3760064570975
2012-10-18,-94.3760064570975
2012-10-19,-116.96715610195733
2012-10-20,-132.95638140875366
2012-10-21,-188.54479893926992
2012-10-22,-242.34654623261932
2012-10-23,-304.27839101301424
2012-10-24,-304.27839101301424
2012-10-25,-381.5067246903059
2012-10-26,-381.5067246903059
2012-10-27,-424.70977391346395
2012-10-28,-487.76578358610203
2012-10-29,-560.4067389877622
2012-10-30,-560.4067389877622
2012-10-31,-467.6702348569382
2012-11-01,-467.6702348569382
2012-11-02,-467.6702348569382
2012-11-03,-467.6702348569382
2012-11-04,-467.6702348569382
2012-11-05,-467.6702348569382
2012-11-06,-467.6702348569382
2012-11-07,-467.6702348569382
2012-11-08,-467.6702348569382
2012-11-09,-467.6702348569382
2012-11-10,-467.6702348569382
2012-11-11,-467.6702348569382
2012-11-12,-405.9558198817485
2012-11-13,-329.7661390682874
2012-11-14,-329.7661390682874
2012-11-15,-268.3855751918478
2012-11-16,-55.61892813738293
2012-11-17,61.40425123506293
2012-11-18,146.88180072980356
2012-11-19,230.2733643037976
2012-11-20,280.4926341460219
2012-11-21,335.4924973827665
2012-11-22,404.15334019083014
2012-11-23,472.90821451419436
2012-11-24,599.528742751531
2012-11-25,712.7359320666055
2012-11-26,712.7359320666055
2012-11-27,854.399684272342
2012-11-28,854.399684272342
2012-11-29,854.399684272342
2012-11-30,854.399684272342
2012-12-01,982.9446154925945
2012-12-02,982.9446154925945
2012-12-03,982.9446154925945
2012-12-04,893.1309672238733
2012-12-05,893.1309672238733
2012-12-06,893.1309672238733
2012-12-07,893.1309672238733
2012-12-08,893.1309672238733
2012-12-09,893.1309672238733
2012-12-10,1012.9792531220777
2012-12-11,1012.9792531220777
2012-12-12,1012.9792531220777
2012-12-13,1012.9792531220777
2012-12-14,1012.9792531220777
2012-12-15,1012.9792531220777
2012-12-16,1134.9739656850727
2012-12-17,1134.9739656850727
2012-12-18,1134.9739656850727
2012-12-19,1134.9739656850727
2012-12-20,1134.9739656850727
2012-12-21,1134.9739656850727
2012-12-22,1134.9739656850727
2012-12-23,1134.9739656850727
2012-12-24,1010.8625047952903
2012-12-25,1010.8625047952903
2012-12-26,1010.8625047952903
2012-12-27,1010.8625047952903
2012-12-28,1010.8625047952903
2012-12-29,1010.8625047952903
2012-12-30,1010.8625047952903
2012-12-31,1010.8625047952903
2013-01-01,1010.8625047952903
2013-01-02,1010.8625047952903
2013-01-03,872.2440936402788
2013-01-04,872.2440936402788
2013-01-05,872.2440936402788
2013-01-06,872.2440936402788
2013-01-07,872.2440936402788
