timestamp,open,high,low,close,volume
2022-09-30,80.22,80.25,77.61,77.96,3345543.0
2022-10-03,79.39,81.03,78.64,80.3,1598157.0
2022-10-03,79.39,81.03,78.64,80.3,1598157.0
2022-10-04,80.23,81.81,80.04,81.02,1818019.0
2022-10-04,80.23,81.81,80.04,81.02,1818019.0
2022-10-05,79.95,80,78.01,78.9,1395647.0
2022-10-05,79.95,80,78.01,78.9,1395647.0
2022-10-06,78.19,78.49,75.39,75.49,1870502.0
2022-10-07,75.28,75.61,73.74,74.25,1714568.0
2022-10-10,74.33,75.4,74.3,74.97,1352130.0
2022-10-10,74.33,75.4,74.3,74.97,1352130.0
2022-10-11,74.75,75.43,74.245,74.43,1827405.0
2022-10-11,74.75,75.43,74.245,74.43,1827405.0
2022-10-12,74.24,74.3,71.72,71.77,1964298.0
2022-10-12,74.24,74.3,71.72,71.77,1964298.0
2022-10-13,70.88,74.28,70.54,73.76,2311598.0
2022-10-13,70.88,74.28,70.54,73.76,2311598.0
2022-10-14,74.55,74.63,72.02,72.56,2204630.0
2022-10-14,74.55,74.63,72.02,72.56,2204630.0
2022-10-17,73.53,74.61,73.53,73.87,2453170.0
2022-10-17,73.53,74.61,73.53,73.87,2453170.0
2022-10-18,75.29,76.02,74.91,75.86,1955762.0
2022-10-18,75.29,76.02,74.91,75.86,1955762.0
2022-10-19,74.83,75.25,73.79,74.5,1626516.0
2022-10-19,74.83,75.25,73.79,74.5,1626516.0
2022-10-20,74.21,74.3,71.26,71.68,1661369.0
2022-10-20,74.21,74.3,71.26,71.68,1661369.0
2022-10-21,71.88,73.04,71.325,72.59,1531110.0
2022-10-21,71.88,73.04,71.325,72.59,1531110.0
2022-10-24,72.57,73.64,72.02,72.77,1845252.0
2022-10-24,72.57,73.64,72.02,72.77,1845252.0
2022-10-25,72.93,74.21,72.87,74.15,1797357.0
2022-10-25,72.93,74.21,72.87,74.15,1797357.0
2022-10-26,74.63,75.16,73.53,74.03,1714098.0
2022-10-26,74.63,75.16,73.53,74.03,1714098.0
2022-10-27,74.78,75.95,74.57,74.67,1622300.0
2022-10-27,74.78,75.95,74.57,74.67,1622300.0
2022-10-28,74.75,77,74.75,76.77,2071401.0
2022-10-28,74.75,77,74.75,76.77,2071401.0
2022-10-31,76.46,76.92,75.82,76.28,2348019.0
2022-10-31,76.46,76.92,75.82,76.28,2348019.0
2022-11-01,76.76,77.08,76.06,76.98,1536875.0
2022-11-01,76.76,77.08,76.06,76.98,1536875.0
2022-11-02,77.04,78.25,76.2,76.24,1761120.0
2022-11-02,77.04,78.25,76.2,76.24,1761120.0
2022-11-03,75.29,76.99,73.68,76.2,1677219.0
2022-11-03,75.29,76.99,73.68,76.2,1677219.0
2022-11-04,76.27,77.28,75.58,77.18,1268211.0
2022-11-04,76.27,77.28,75.58,77.18,1268211.0
2022-11-07,77.27,77.29,73.94,75.03,1971257.0
2022-11-07,77.27,77.29,73.94,75.03,1971257.0
2022-11-08,75.37,76.485,75.13,75.95,1489130.0
2022-11-08,75.37,76.485,75.13,75.95,1489130.0
2022-11-09,75.8,76.339,74.79,74.91,1614055.0
2022-11-09,75.8,76.339,74.79,74.91,1614055.0
2022-11-10,77.14,79.26,76.15,79.12,1819019.0
2022-11-10,77.14,79.26,76.15,79.12,1819019.0
2022-11-11,78.97,79.02,77.32,78.09,1569947.0
2022-11-11,78.97,79.02,77.32,78.09,1569947.0
2022-11-14,78.35,78.95,77.67,77.67,1255716.0
2022-11-14,78.35,78.95,77.67,77.67,1255716.0
2022-11-15,78.62,79.344,77.62,78.65,1378646.0
2022-11-15,78.62,79.344,77.62,78.65,1378646.0
2022-11-16,78.83,79.84,78.83,79.5,1742117.0
2022-11-16,78.83,79.84,78.83,79.5,1742117.0
2022-11-17,78.74,79.07,77.68,78.1,2331971.0
2022-11-17,78.74,79.07,77.68,78.1,2331971.0
2022-11-18,79.08,79.7,78.86,79.65,2031802.0
2022-11-18,79.08,79.7,78.86,79.65,2031802.0
2022-11-21,79.86,80.68,79.86,80.4,1126173.0
2022-11-21,79.86,80.68,79.86,80.4,1126173.0
2022-11-22,80.9,82.03,80.43,81.01,1269627.0
2022-11-22,80.9,82.03,80.43,81.01,1269627.0
2022-11-23,80.86,82.38,80.65,82.18,1666812.0
2022-11-23,80.86,82.38,80.65,82.18,1666812.0
2022-11-25,82.52,82.89,82.1517,82.44,763196
2022-11-25,82.52,82.89,82.1517,82.44,763196
2022-11-28,81.93,82.44,81.25,81.72,1263751.0
2022-11-28,81.93,82.44,81.25,81.72,1263751.0
2022-11-29,80.91,81.7,80.12,80.65,1704536.0
2022-11-29,80.91,81.7,80.12,80.65,1704536.0
2022-11-30,80.48,82.93,80.05,82.86,3388446.0
2022-11-30,80.48,82.93,80.05,82.86,3388446.0
2022-12-01,83.8,85.68,83.23,83.91,2414988.0
2022-12-01,83.8,85.68,83.23,83.91,2414988.0
2022-12-02,83.01,84,82.12,83.71,1549594.0
2022-12-02,83.01,84,82.12,83.71,1549594.0
2022-12-05,82.87,83.92,82.75,83.65,1234063.0
2022-12-05,82.87,83.92,82.75,83.65,1234063.0
2022-12-06,83.73,84.37,82.88,84.36,1884034.0
2022-12-06,83.73,84.37,82.88,84.36,1884034.0
2022-12-07,84.28,84.54,83.23,83.76,1991437.0
2022-12-07,84.28,84.54,83.23,83.76,1991437.0
2022-12-08,83.76,84.67,83.59,84.59,1342733.0
2022-12-08,83.76,84.67,83.59,84.59,1342733.0
2022-12-09,84.36,84.84,83.79,84.05,1160330.0
2022-12-09,84.36,84.84,83.79,84.05,1160330.0
2022-12-12,84.8,85.79,83.93,85.7,1480559.0
2022-12-12,84.8,85.79,83.93,85.7,1480559.0
2022-12-13,86.79,87.58,85.09,85.95,2191677.0
2022-12-13,86.79,87.58,85.09,85.95,2191677.0
2022-12-14,86.27,87.71,85.34,85.85,1339807.0
2022-12-14,86.27,87.71,85.34,85.85,1339807.0
2022-12-15,84.79,85.07,83.66,84.13,1770701.0
2022-12-15,84.79,85.07,83.66,84.13,1770701.0
2022-12-16,83.4,83.65,81.7,82.78,3361950.0
2022-12-16,83.4,83.65,81.7,82.78,3361950.0
2022-12-19,82.5,83.54,82.1,82.83,1120653.0
2022-12-19,82.5,83.54,82.1,82.83,1120653.0
2022-12-20,82.81,83.079,81.98,82.66,1379881.0
2022-12-20,82.81,83.079,81.98,82.66,1379881.0
2022-12-21,83.06,83.99,82.72,83.98,1202486.0
2022-12-21,83.06,83.99,82.72,83.98,1202486.0
2022-12-22,83.71,84,81.86,83.14,1164545.0
2022-12-22,83.71,84,81.86,83.14,1164545.0
2022-12-23,82.95,84.34,82.61,84.23,892615
2022-12-23,82.95,84.34,82.61,84.23,892615
2022-12-27,84.55,85.265,84,84.97,715081
2022-12-27,84.55,85.265,84,84.97,715081
2022-12-28,85.17,85.58,84.09,84.28,962468
2022-12-28,85.17,85.58,84.09,84.28,962468
2022-12-29,84.71,85.47,84.39,85.08,605770
2022-12-29,84.71,85.47,84.39,85.08,605770
2022-12-30,85.1,85.32,83.11,83.84,1050885.0
2022-12-30,85.1,85.32,83.11,83.84,1050885.0
2023-01-03,84.51,84.72,83.05,84.22,1266776.0
2023-01-03,84.51,84.72,83.05,84.22,1266776.0
2023-01-04,84.88,85.84,84.58,85.33,1502200.0
2023-01-04,84.88,85.84,84.58,85.33,1502200.0
2023-01-05,84.58,85.09,83.02,83.75,1210250.0
2023-01-05,84.58,85.09,83.02,83.75,1210250.0
2023-01-06,84.93,86.26,84.39,85.8,912450
2023-01-06,84.93,86.26,84.39,85.8,912450
2023-01-09,85.29,86.84,85.18,85.71,1183645.0
2023-01-09,85.29,86.84,85.18,85.71,1183645.0
2023-01-10,85.38,85.79,84.91,85.69,1072788.0
2023-01-10,85.38,85.79,84.91,85.69,1072788.0
2023-01-11,86.05,86.4399,84.99,85.81,1381166.0
2023-01-11,86.05,86.4399,84.99,85.81,1381166.0
2023-01-12,86.07,86.23,84.87,85.13,1326955.0
2023-01-12,86.07,86.23,84.87,85.13,1326955.0
2023-01-13,84.69,84.79,83.06,84.02,1726089.0
2023-01-13,84.69,84.79,83.06,84.02,1726089.0
2023-01-17,84.2,85.08,83.63,83.73,1480767.0
2023-01-17,84.2,85.08,83.63,83.73,1480767.0
2023-01-18,84.04,84.2,80.77,81.21,1766036.0
2023-01-18,84.04,84.2,80.77,81.21,1766036.0
2023-01-19,81.18,81.3,79.73,79.78,1444066.0
2023-01-19,81.18,81.3,79.73,79.78,1444066.0
2023-01-20,79.79,80.1,77.39,79.74,2319621.0
2023-01-20,79.79,80.1,77.39,79.74,2319621.0
2023-01-23,79.67,80.66,79.34,79.89,1602738.0
2023-01-23,79.67,80.66,79.34,79.89,1602738.0
2023-01-24,80.53,80.63,79.115,80.25,1159085.0
2023-01-24,80.53,80.63,79.115,80.25,1159085.0
2023-01-25,79.6,79.98,78.89,79.71,1934704.0
2023-01-25,79.6,79.98,78.89,79.71,1934704.0
2023-01-26,79.49,80.75,79.305,80.32,1256915.0
2023-01-26,79.49,80.75,79.305,80.32,1256915.0
2023-01-27,80.08,81.23,79.56,80.94,1558382.0
2023-01-27,80.08,81.23,79.56,80.94,1558382.0
2023-01-30,80.78,81.99,80.62,81.37,1607438.0
2023-01-30,80.78,81.99,80.62,81.37,1607438.0
2023-01-31,81.66,82.34,80.52,82.33,1947632.0
2023-01-31,81.66,82.34,80.52,82.33,1947632.0
2023-02-01,81.9,83.3,81.49,82.71,1688992.0
2023-02-01,81.9,83.3,81.49,82.71,1688992.0
2023-02-02,83.06,84,82.23,83.4,2265859.0
2023-02-02,83.06,84,82.23,83.4,2265859.0
2023-02-03,82.93,83.18,79.52,80.35,1739634.0
2023-02-03,82.93,83.18,79.52,80.35,1739634.0
